sofifa_id;player_url;short_name;age;dob;height_cm;weight_kg;nationality;club;overall;value_eur;wage_eur;preferred_foot;release_clause_eur;team_position;team_jersey_number;joined;contract_valid_until;pace;shooting;passing;dribbling;defending;physic;gk_diving;gk_handling;gk_kicking;gk_reflexes;gk_speed;gk_positioning
221627;https://sofifa.com/player/221627/hernan-hechalar/20/159586;H. Hechalar;30;12/08/1988;173;73;Argentina;Atlético Huila;66;600000;1000;Left;810000;SUB;21;16/01/2019;2024;78;63;61;68;39;61;;;;;;
222216;https://sofifa.com/player/222216/kristian-fardal-opseth/20/159586;K. Opseth;29;06/01/1990;189;90;Norway;Adelaide United;66;650000;2000;Left;813000;ST;11;31/07/2019;2020;66;67;55;59;26;70;;;;;;
222240;https://sofifa.com/player/222240/xiang-ji/20/159586;Ji Xiang;29;01/03/1990;185;78;China PR;Jiangsu Suning FC;66;525000;6000;Right;814000;SUB;24;28/09/2017;2019;69;62;63;63;65;74;;;;;;
222798;https://sofifa.com/player/222798/woo-jae-jeong/20/159586;Jeong Woo Jae;27;28/06/1992;179;70;Korea Republic;Jeju United FC;66;675000;2000;Right;844000;SUB;3;17/01/2019;2020;73;60;63;66;63;68;;;;;;
223130;https://sofifa.com/player/223130/gokhan-alsan/20/159586;G. Alsan;29;01/04/1990;169;70;Turkey;Gazişehir Gaziantep F.K.;66;625000;5000;Right;1300000;SUB;20;20/08/2016;2020;64;56;67;69;56;56;;;;;;
223135;https://sofifa.com/player/223135/mustafa-akbas/20/159586;M. Akbaş;29;30/05/1990;188;81;Turkey;Yeni Malatyaspor;66;550000;4000;Left;1100000;RES;15;08/01/2019;2021;41;52;55;59;65;73;;;;;;
223665;https://sofifa.com/player/223665/flavio-ciampichetti/20/159586;F. Ciampichetti;31;07/03/1988;186;83;Argentina;KAS Eupen;66;575000;4000;Right;863000;SUB;9;01/07/2019;2020;57;67;39;59;36;75;;;;;;
224248;https://sofifa.com/player/224248/mario-bilate/20/159586;M. Bilate;27;16/07/1991;191;86;Netherlands;RKC Waalwijk;66;675000;3000;Right;979000;ST;9;23/07/2018;2021;80;65;47;58;24;76;;;;;;
224316;https://sofifa.com/player/224316/roberto-crivello/20/159586;R. Crivello;27;14/09/1991;180;76;Italy;Spezia;66;575000;1000;Left;891000;SUB;24;01/08/2018;2020;72;44;59;59;63;66;;;;;;
224648;https://sofifa.com/player/224648/lei-li/20/159586;Li Lei;27;30/05/1992;183;66;China PR;Beijing Sinobo Guoan FC;66;575000;5000;Left;920000;LB;4;17/01/2015;2021;73;37;61;57;63;70;;;;;;
225013;https://sofifa.com/player/225013/miroslav-covilo/20/159586;M. Čovilo;33;06/05/1986;193;87;Serbia;FC Lugano;66;325000;3000;Right;471000;SUB;6;30/08/2018;2020;37;50;59;56;66;76;;;;;;
225983;https://sofifa.com/player/225983/siyabonga-mpontshane/20/159586;S. Mpontshane;33;17/04/1986;183;79;South Africa;Orlando Pirates;66;350000;1000;Left;753000;SUB;40;29/01/2015;2020;;;;;;;66;63;62;73;46;65
226005;https://sofifa.com/player/226005/ivan-santillan/20/159586;I. Santillán;28;06/05/1991;172;72;Peru;Tiburones Rojos de Veracruz;66;550000;3000;Left;908000;SUB;15;07/11/2011;2024;72;59;63;67;62;65;;;;;;
226928;https://sofifa.com/player/226928/berkan-emir/20/159586;B. Emir;31;06/02/1988;178;73;Turkey;Göztepe SK;66;475000;7000;Left;950000;SUB;41;06/07/2018;2020;71;46;56;63;67;62;;;;;;
227612;https://sofifa.com/player/227612/sung-ju-kim/20/159586;Kim Sung Ju;28;15/11/1990;179;72;Korea Republic;Jeju United FC;66;650000;2000;Left;813000;SUB;21;31/07/2018;2024;65;60;64;66;57;66;;;;;;
227675;https://sofifa.com/player/227675/marvin-johnson/20/159586;M. Johnson;28;01/12/1990;178;74;England;Middlesbrough;66;650000;11000;Left;1200000;RW;21;31/08/2017;2020;87;55;61;69;52;57;;;;;;
227810;https://sofifa.com/player/227810/stian-semb-aasmundsen/20/159586;S. Aasmundsen;29;02/11/1989;175;72;Norway;Mjøndalen IF;66;625000;2000;Right;781000;RCM;33;24/03/2019;2021;61;57;66;66;53;70;;;;;;
228971;https://sofifa.com/player/228971/alejandro-velasco-farinas/20/159586;Jano;32;23/12/1986;188;78;Spain;SV Mattersburg;66;425000;5000;Right;616000;SUB;10;01/07/2014;2020;49;49;63;57;62;66;;;;;;
229384;https://sofifa.com/player/229384/nico-hammann/20/159586;N. Hammann;31;16/03/1988;185;79;Germany;FC Carl Zeiss Jena;66;475000;1000;Right;689000;LB;10;01/07/2019;2021;69;57;62;59;63;74;;;;;;
230177;https://sofifa.com/player/230177/jailson-michel-acuna-souza/20/159586;Jailson Acuna;31;29/02/1988;187;85;Brazil;Avaí FC;66;425000;4000;Right;808000;SUB;12;01/01/2015;2022;;;;;;;57;74;77;68;13;63
230187;https://sofifa.com/player/230187/narcisso-elias-mau-de-faria/20/159586;Narcisso Mau;31;29/02/1988;177;72;Brazil;Ceará Sporting Club;66;475000;4000;Right;879000;SUB;20;01/01/2014;2022;65;55;61;56;63;64;;;;;;
230192;https://sofifa.com/player/230192/joao-rodolfo-botelho-maia/20/159586;Botelhinonsa;31;29/02/1988;183;76;Brazil;Atlético Paranaense;66;475000;4000;Right;903000;SUB;18;29/12/2015;2022;63;52;59;55;69;77;;;;;;
230200;https://sofifa.com/player/230200/edenildo-eloi-lagoas-regalo/20/159586;Edenildo Lagoas;31;29/02/1988;180;75;Brazil;Ceará Sporting Club;66;475000;4000;Right;879000;SUB;14;17/02/2016;2022;61;53;64;57;67;65;;;;;;
230264;https://sofifa.com/player/230264/dilson-robson-calegari-travassos/20/159586;Dilson Calegari;35;29/02/1984;179;75;Brazil;Goiás;66;280000;3000;Left;532000;SUB;16;03/02/2016;2022;66;65;65;62;37;54;;;;;;
230308;https://sofifa.com/player/230308/leyvin-balanta/20/159586;L. Balanta;28;03/09/1990;186;78;Colombia;Deportes Tolima;66;550000;1000;Left;770000;SUB;22;18/01/2019;2022;67;42;52;57;66;66;;;;;;
230447;https://sofifa.com/player/230447/nazario-otavio-serpe-cachoeira/20/159586;Nazario Serpe;27;29/02/1992;178;77;Brazil;Bahia;66;600000;4000;Right;1100000;SUB;15;06/07/2016;2022;55;39;60;42;67;67;;;;;;
230504;https://sofifa.com/player/230504/lorenzo-filipe-mascarenhas-ramos/20/159586;Lorenzao Masca;35;29/02/1984;172;67;Brazil;Cruzeiro;66;300000;7000;Right;570000;SUB;11;01/02/2015;2022;71;67;62;69;38;57;;;;;;
230509;https://sofifa.com/player/230509/danilo-manuel-sacrio-dano/20/159586;Danilo Sacrio;27;29/02/1992;176;72;Brazil;Fortaleza;66;675000;5000;Right;1300000;LS;11;01/02/2015;2022;86;64;45;68;27;59;;;;;;
230511;https://sofifa.com/player/230511/emilio-dener-trevoes-teixeira/20/159586;Emílio Trevões;31;29/02/1988;177;72;Brazil;Goiás;66;575000;5000;Left;1100000;SUB;17;22/08/2016;2022;90;64;52;72;23;52;;;;;;
230512;https://sofifa.com/player/230512/flavio-leoncio-trigo-sacramento/20/159586;Flávio Triginho;35;29/02/1984;173;66;Brazil;Botafogo;66;300000;5000;Right;570000;SUB;18;10/03/2016;2022;77;63;41;74;30;51;;;;;;
230866;https://sofifa.com/player/230866/kabelo-mahlasela/20/159586;K. Mahlasela;28;13/02/1991;175;65;South Africa;Kaizer Chiefs;66;650000;1000;Right;1400000;RES;17;03/01/2018;2020;75;48;60;73;48;47;;;;;;
231489;https://sofifa.com/player/231489/aly-keita/20/159586;A. Keita;32;08/12/1986;185;75;Guinea;Östersunds FK;66;400000;2000;Right;500000;GK;1;22/11/2013;2019;;;;;;;72;59;77;69;22;57
231885;https://sofifa.com/player/231885/kosuke-ota/20/159586;K. Ota;31;23/07/1987;178;78;Japan;Nagoya Grampus;66;475000;3000;Left;594000;SUB;36;15/07/2019;2022;69;55;71;68;61;68;;;;;;
232438;https://sofifa.com/player/232438/gevaro-nepomuceno/20/159586;G. Nepomuceno;26;10/11/1992;174;77;Curacao;Oldham Athletic;66;700000;4000;Left;1200000;LM;11;06/09/2017;2020;79;64;56;71;30;58;;;;;;
232451;https://sofifa.com/player/232451/hirofumi-watanabe/20/159586;H. Watanabe;31;07/07/1987;186;80;Japan;Vissel Kobe;66;475000;3000;Right;618000;SUB;3;25/01/2017;2020;48;32;44;35;66;67;;;;;;
232489;https://sofifa.com/player/232489/yoshiaki-komai/20/159586;Y. Komai;27;06/06/1992;168;64;Japan;Hokkaido Consadole Sapporo;66;675000;2000;Right;844000;SUB;14;05/01/2018;2019;74;61;63;69;53;52;;;;;;
232604;https://sofifa.com/player/232604/keisuke-iwashita/20/159586;K. Iwashita;32;24/09/1986;181;76;Japan;Sagan Tosu;66;425000;2000;Right;531000;SUB;8;01/01/2017;2020;36;32;41;41;66;69;;;;;;
232617;https://sofifa.com/player/232617/kohei-shimizu/20/159586;K. Shimizu;30;30/04/1989;169;68;Japan;Sanfrecce Hiroshima;66;600000;4000;Right;;SUB;27;;2020;76;60;62;68;47;63;;;;;;
232685;https://sofifa.com/player/232685/kentaro-oi/20/159586;K. Oi;35;14/05/1984;181;75;Japan;Júbilo Iwata;66;200000;2000;Right;250000;CB;3;01/01/2016;2020;38;27;40;37;67;78;;;;;;
232714;https://sofifa.com/player/232714/yohei-toyoda/20/159586;Y. Toyoda;34;11/04/1985;185;79;Japan;Sagan Tosu;66;350000;2000;Right;438000;SUB;11;01/01/2012;2022;38;66;47;57;30;69;;;;;;
232718;https://sofifa.com/player/232718/yoshiki-takahashi/20/159586;Y. Takahashi;34;14/05/1985;170;67;Japan;Sagan Tosu;66;250000;2000;Right;313000;SUB;14;01/01/2013;2022;48;56;56;61;63;71;;;;;;
232731;https://sofifa.com/player/232731/ryota-hayasaka/20/159586;R. Hayasaka;33;19/09/1985;183;73;Japan;Hokkaido Consadole Sapporo;66;400000;2000;Right;500000;SUB;26;06/01/2017;2022;54;60;68;68;38;60;;;;;;
232750;https://sofifa.com/player/232750/fabio-aguiar-da-silva/20/159586;Fabio;30;28/02/1989;186;78;Brazil;Júbilo Iwata;66;525000;2000;Right;656000;SUB;37;12/08/2019;2022;60;23;35;33;64;78;;;;;;
232768;https://sofifa.com/player/232768/takuya-wada/20/159586;T. Wada;28;28/07/1990;170;63;Japan;Yokohama F. Marinos;66;550000;2000;Left;;SUB;33;;2020;62;38;63;63;63;60;;;;;;
232790;https://sofifa.com/player/232790/hiroki-ilkura/20/159586;H. Ilkura;33;01/06/1986;181;75;Japan;Vissel Kobe;66;350000;2000;Right;455000;GK;18;27/07/2019;2022;;;;;;;64;66;58;63;25;68
232852;https://sofifa.com/player/232852/takuji-yonemoto/20/159586;T. Yonemoto;28;03/12/1990;177;70;Japan;Nagoya Grampus;66;650000;3000;Right;813000;SUB;2;11/01/2019;2020;66;56;60;63;67;72;;;;;;
232874;https://sofifa.com/player/232874/shuto-yamamoto/20/159586;S. Yamamoto;34;01/06/1985;180;69;Japan;Kashima Antlers;66;230000;3000;Right;288000;SUB;16;01/01/2014;2022;58;45;66;66;64;71;;;;;;
233145;https://sofifa.com/player/233145/kentaro-moriya/20/159586;K. Moriya;30;21/09/1988;173;65;Japan;Júbilo Iwata;66;525000;2000;Right;656000;SUB;17;05/01/2019;2022;68;60;63;72;59;67;;;;;;
234006;https://sofifa.com/player/234006/josimar-milton-feijoo-chissano/20/159586;Josimar Feijoo;27;29/02/1992;173;71;Brazil;Chapecoense;66;600000;5000;Right;1100000;SUB;16;01/01/2016;2022;67;51;53;54;66;76;;;;;;
234751;https://sofifa.com/player/234751/nicandro-breeveld/20/159586;N. Breeveld;32;07/10/1986;178;76;Suriname;Politehnica Iaşi;66;475000;3000;Right;641000;RDM;86;11/07/2019;2022;67;60;62;67;63;77;;;;;;
234839;https://sofifa.com/player/234839/taha-yalciner/20/159586;T. Yalçıner;32;12/01/1987;178;70;Turkey;Alanyaspor;66;425000;4000;Left;850000;SUB;88;23/06/2016;2020;64;45;56;64;67;69;;;;;;
235451;https://sofifa.com/player/235451/matias-cano/20/159586;M. Cano;33;20/04/1986;180;67;Argentina;Coquimbo Unido;66;350000;1000;Left;473000;GK;1;25/02/2019;2022;;;;;;;71;64;73;67;27;57
235511;https://sofifa.com/player/235511/ivan-torres/20/159586;I. Torres;28;27/02/1991;177;80;Paraguay;Paraguay;66;0;0;Left;;;;;;71;62;65;65;41;62;;;;;;
236166;https://sofifa.com/player/236166/ever-jorge-rodeiro-selva/20/159586;Ever Rodeiro;35;29/02/1984;172;71;Brazil;Botafogo;66;280000;5000;Right;532000;SUB;20;01/02/2016;2022;61;61;63;69;46;63;;;;;;
236168;https://sofifa.com/player/236168/raphael-william-doninho-oliveira/20/159586;Raphael Doninho;31;29/02/1988;168;64;Brazil;Grêmio;66;575000;8000;Right;1000000;SUB;18;01/02/2016;2022;71;58;63;68;40;63;;;;;;
236174;https://sofifa.com/player/236174/kaua-ricardo-reisende-mendes/20/159586;Kauã Reisende;27;29/02/1992;182;75;Brazil;Bahia;66;675000;4000;Right;1300000;SUB;18;01/02/2016;2022;70;59;62;65;28;54;;;;;;
236198;https://sofifa.com/player/236198/luis-erick-marleiro-neves/20/159586;Luis Marleiro;27;29/02/1992;178;77;Brazil;CSA - AL;66;675000;5000;Left;1300000;SUB;18;01/02/2016;2022;81;67;52;62;36;73;;;;;;
236503;https://sofifa.com/player/236503/istvan-fulop/20/159586;I. Fülöp;29;18/05/1990;179;68;Romania;Sepsi OSK;66;625000;4000;Left;844000;SUB;24;01/07/2018;2020;73;64;61;67;31;57;;;;;;
237745;https://sofifa.com/player/237745/hiroki-miyazawa/20/159586;H. Miyazawa;30;28/06/1989;182;72;Japan;Hokkaido Consadole Sapporo;66;525000;2000;Right;656000;RCM;10;01/01/2008;2022;58;44;65;66;58;69;;;;;;
237780;https://sofifa.com/player/237780/kazuya-yamamura/20/159586;K. Yamamura;29;02/12/1989;186;80;Japan;Kawasaki Frontale;66;625000;3000;Right;813000;SUB;34;19/12/2018;2022;59;66;66;65;59;80;;;;;;
237784;https://sofifa.com/player/237784/yusuke-maruhashi/20/159586;Y. Maruhashi;28;02/09/1990;178;73;Japan;Cerezo Osaka;66;550000;3000;Left;688000;LB;14;01/01/2009;2022;76;49;63;66;58;64;;;;;;
238595;https://sofifa.com/player/238595/kevin-rodrigues-pires/20/159586;K. Rodrigues Pires;27;12/09/1991;170;60;Portugal;SC Preußen Münster;66;650000;2000;Left;943000;LDM;10;01/07/2018;2020;61;58;68;68;57;56;;;;;;
238599;https://sofifa.com/player/238599/nico-granatowski/20/159586;N. Granatowski;28;03/06/1991;173;69;Germany;VfL Osnabrück;66;650000;5000;Right;1000000;RES;11;01/07/2019;2021;79;60;55;68;40;73;;;;;;
238643;https://sofifa.com/player/238643/marcel-bar/20/159586;M. Bär;27;08/06/1992;184;80;Germany;Eintracht Braunschweig;66;675000;2000;Right;979000;RM;15;10/01/2019;2021;75;56;63;66;38;62;;;;;;
238649;https://sofifa.com/player/238649/davy-frick/20/159586;D. Frick;29;05/04/1990;188;84;Germany;FSV Zwickau;66;550000;1000;Right;798000;CB;19;01/07/2011;2020;57;54;59;62;60;72;;;;;;
238979;https://sofifa.com/player/238979/christopher-handke/20/159586;C. Handke;30;14/02/1989;191;90;Germany;FSV Zwickau;66;525000;1000;Right;761000;SUB;3;01/07/2019;2020;42;28;41;39;66;77;;;;;;
239135;https://sofifa.com/player/239135/massih-wassey/20/159586;M. Wassey;31;18/06/1988;187;79;Canada;SC Paderborn 07;66;550000;7000;Left;990000;RES;6;01/07/2017;2020;52;59;66;65;57;65;;;;;;
239724;https://sofifa.com/player/239724/steffen-puttkammer/20/159586;S. Puttkammer;30;30/09/1988;192;81;Germany;SV Meppen;66;525000;1000;Right;761000;RCB;22;01/07/2017;2021;47;24;45;41;65;74;;;;;;
241043;https://sofifa.com/player/241043/gonzalo-freitas/20/159586;G. Freitas;27;02/10/1991;186;78;Uruguay;CD Everton de Viña del Mar;66;600000;1000;Right;810000;CDM;5;21/01/2019;2022;57;49;60;59;66;78;;;;;;
243553;https://sofifa.com/player/243553/paris-adot-barandiaran/20/159586;Paris Adot;29;26/02/1990;172;71;Spain;AD Alcorcón;66;525000;3000;Left;840000;SUB;22;04/07/2019;2021;75;56;62;64;61;67;;;;;;
243617;https://sofifa.com/player/243617/fabian-serrarens/20/159586;F. Serrarens;28;09/02/1991;188;83;Netherlands;Arka Gdynia;66;675000;2000;Right;911000;ST;91;17/07/2019;2021;69;65;56;61;34;72;;;;;;
244357;https://sofifa.com/player/244357/riccardo-idda/20/159586;R. Idda;30;26/12/1988;185;80;Italy;Cosenza;66;525000;1000;Right;814000;LCB;5;15/07/2017;2021;56;34;42;44;67;67;;;;;;
246334;https://sofifa.com/player/246334/alfred-ndengane/20/159586;A. Ndengane;32;19/01/1987;186;77;South Africa;Orlando Pirates;66;425000;1000;Right;914000;RCB;27;13/11/2018;2020;73;33;37;45;69;69;;;;;;
246864;https://sofifa.com/player/246864/nicolas-velez/20/159586;N. Vélez;28;04/07/1990;173;66;Argentina;Os Belenenses;66;675000;3000;Right;1400000;SUB;19;10/01/2019;2022;66;65;54;70;20;59;;;;;;
247061;https://sofifa.com/player/247061/jamal-maroof/20/159586;J. Maroof;27;23/11/1991;177;73;United Arab Emirates;Al Ain FC;66;675000;1000;Right;1500000;RM;99;08/08/2018;2020;82;61;59;65;39;66;;;;;;
247184;https://sofifa.com/player/247184/slavoljub-srnic/20/159586;S. Srnić;27;12/01/1992;174;64;Serbia;UD Las Palmas;66;675000;4000;Right;1100000;SUB;24;29/01/2019;2021;64;62;65;67;41;52;;;;;;
247378;https://sofifa.com/player/247378/yamato-machida/20/159586;Y. Machida;29;19/12/1989;166;59;Japan;Matsumoto Yamaga;66;625000;2000;Right;781000;SUB;25;01/01/2019;2020;88;56;60;67;35;45;;;;;;
247763;https://sofifa.com/player/247763/nemanja-bilbija/20/159586;N. Bilbija;28;02/11/1990;181;73;Bosnia Herzegovina;Gangwon FC;66;675000;2000;Left;844000;SUB;10;04/01/2019;2020;68;65;59;67;33;72;;;;;;
247968;https://sofifa.com/player/247968/valentin-cretu/20/159586;V. Crețu;30;02/01/1989;176;71;Romania;FCSB (Steaua);66;500000;4000;Right;700000;SUB;2;04/08/2019;2021;65;26;50;59;66;69;;;;;;
248056;https://sofifa.com/player/248056/marius-briceag/20/159586;M. Briceag;27;06/04/1992;175;74;Romania;Universitatea Craiova;66;575000;3000;Left;776000;SUB;3;05/01/2015;2023;64;25;52;56;65;64;;;;;;
248833;https://sofifa.com/player/248833/jose-uilton-silva-de-jesus/20/159586;Zé Uilton;26;25/07/1992;175;67;Brazil;FC Paços de Ferreira;66;700000;4000;Right;1400000;SUB;9;01/07/2018;2020;74;58;58;71;22;46;;;;;;
251044;https://sofifa.com/player/251044/marius-martac/20/159586;M. Martac;27;06/07/1991;171;71;Romania;Chindia Târgovişte;66;575000;2000;Right;776000;RB;2;01/07/2015;2023;75;39;60;64;62;67;;;;;;
251818;https://sofifa.com/player/251818/leandro-requena/20/159586;L. Requena;31;11/09/1987;186;80;Argentina;Central Córdoba;66;425000;3000;Left;616000;RES;34;03/07/2019;2023;;;;;;;65;65;63;65;61;70
252368;https://sofifa.com/player/252368/marin-anicic/20/159586;M. Aničić;29;17/08/1989;192;86;Bosnia Herzegovina;Atiker Konyaspor;66;550000;5000;Left;1100000;SUB;14;02/08/2019;2021;60;33;45;38;65;68;;;;;;
246669;https://sofifa.com/player/246669/bukayo-saka/20/159586;B. Saka;17;05/09/2001;178;70;England;Arsenal;65;1200000;2000;Left;3400000;RES;77;14/09/2018;2023;83;60;58;67;37;59;;;;;;
245999;https://sofifa.com/player/245999/victor-mollejo-carpintero/20/159586;Mollejo;18;21/01/2001;176;63;Spain;Atlético Madrid;65;1100000;5000;Left;3400000;RES;40;01/07/2018;2020;71;60;59;67;26;39;;;;;;
247377;https://sofifa.com/player/247377/marcos-antonio-silva-santos/20/159586;Marcos Antonio;19;13/06/2000;168;65;Brazil;Shakhtar Donetsk;65;1100000;1000;Right;3600000;SUB;8;19/02/2019;2023;72;51;65;67;41;55;;;;;;
242602;https://sofifa.com/player/242602/josha-vagnoman/20/159586;J. Vagnoman;18;11/12/2000;187;86;Germany;Hamburger SV;65;1000000;1000;Right;2300000;SUB;27;10/03/2018;2021;84;39;54;66;59;71;;;;;;
252001;https://sofifa.com/player/252001/jonathan-panzo/20/159586;J. Panzo;18;25/10/2000;185;72;England;AS Monaco;65;1000000;2000;Left;2600000;SUB;37;06/07/2018;2021;58;38;50;53;64;63;;;;;;
233510;https://sofifa.com/player/233510/tahith-chong/20/159586;T. Chong;19;04/12/1999;185;75;Netherlands;Manchester United;65;1200000;14000;Left;2900000;RES;44;01/07/2017;2020;78;62;63;64;44;62;;;;;;
240273;https://sofifa.com/player/240273/emile-smith-rowe/20/159586;E. Smith Rowe;18;28/07/2000;182;64;England;Arsenal;65;1100000;7000;Right;2800000;RES;32;31/07/2017;2022;79;63;59;68;32;47;;;;;;
241173;https://sofifa.com/player/241173/lyle-foster/20/159586;L. Foster;18;03/09/2000;185;75;South Africa;AS Monaco;65;1100000;4000;Right;2800000;SUB;35;02/01/2019;2023;73;65;51;64;34;61;;;;;;
242654;https://sofifa.com/player/242654/johan-carbonero/20/159586;J. Carbonero;19;20/07/1999;170;75;Colombia;Once Caldas;65;1200000;1000;Right;2300000;LM;15;20/01/2018;2020;84;61;51;68;19;59;;;;;;
244497;https://sofifa.com/player/244497/marcos-robson-cipriano/20/159586;Marquinhos Cipriano;20;09/02/1999;171;65;Brazil;Shakhtar Donetsk;65;1200000;1000;Left;3200000;RES;28;10/07/2018;2023;82;54;55;70;24;40;;;;;;
248805;https://sofifa.com/player/248805/sergio-camello-perez/20/159586;Sergio Camello;18;10/02/2001;177;70;Spain;Atlético Madrid;65;1100000;5000;Right;3000000;RES;55;25/03/2019;2024;64;64;51;65;24;46;;;;;;
235266;https://sofifa.com/player/235266/christian-fruchtl/20/159586;C. Früchtl;19;28/01/2000;193;84;Germany;Bayern München II;65;975000;1000;Left;2000000;GK;36;01/07/2017;2020;;;;;;;68;65;66;68;24;64
241810;https://sofifa.com/player/241810/juan-brandariz-movilla/20/159586;Chumi;20;02/03/1999;186;78;Spain;FC Barcelona;65;1100000;18000;Right;3000000;RES;36;01/07/2018;2020;56;36;49;53;65;65;;;;;;
243652;https://sofifa.com/player/243652/borja-garces-moreno/20/159586;Borja Garcés;19;06/08/1999;175;71;Spain;Atlético Madrid;65;1200000;7000;Right;3100000;RES;34;01/07/2018;2022;64;67;46;63;31;50;;;;;;
245023;https://sofifa.com/player/245023/petar-micin/20/159586;P. Mićin;20;29/09/1998;189;71;Serbia;Udinese;65;1200000;4000;Right;2800000;RES;14;01/07/2018;2021;63;65;61;69;34;53;;;;;;
245132;https://sofifa.com/player/245132/denys-popov/20/159586;D. Popov;20;17/02/1999;185;81;Ukraine;Dynamo Kyiv;65;1100000;1000;Right;3100000;RES;4;01/07/2017;2022;61;28;36;46;66;69;;;;;;
233276;https://sofifa.com/player/233276/andre-dozzell/20/159586;A. Dozzell;20;02/05/1999;178;64;England;Ipswich Town;65;1200000;3000;Left;2800000;SUB;23;16/04/2016;2020;74;60;66;69;43;52;;;;;;
238071;https://sofifa.com/player/238071/dujon-sterling/20/159586;D. Sterling;19;24/10/1999;180;72;England;Wigan Athletic;65;1100000;2000;Right;;SUB;15;;2020;78;48;56;64;62;69;;;;;;
239838;https://sofifa.com/player/239838/mirko-antonucci/20/159586;M. Antonucci;20;11/03/1999;181;70;Italy;Roma;65;1200000;8000;Right;2800000;SUB;29;01/07/2016;2022;68;55;64;68;32;47;;;;;;
240097;https://sofifa.com/player/240097/flynn-downes/20/159586;F. Downes;20;20/01/1999;172;70;England;Ipswich Town;65;1200000;3000;Right;2800000;LCM;21;03/05/2017;2022;68;49;63;66;66;70;;;;;;
240317;https://sofifa.com/player/240317/zan-celar/20/159586;Z. Celar;20;14/03/1999;186;80;Slovenia;Cittadella;65;1200000;1000;Right;;SUB;30;;2020;71;62;44;64;26;68;;;;;;
240661;https://sofifa.com/player/240661/emanuel-vignato/20/159586;E. Vignato;18;24/08/2000;175;68;Italy;Chievo Verona;65;1100000;1000;Right;2500000;SUB;25;31/01/2017;2021;63;57;64;70;29;38;;;;;;
242343;https://sofifa.com/player/242343/nicolas-thaller/20/159586;N. Thaller;20;07/09/1998;185;80;Argentina;Club Atlético Lanús;65;1100000;3000;Right;2400000;RES;29;28/01/2018;2020;50;31;49;47;64;68;;;;;;
242534;https://sofifa.com/player/242534/cristian-casseres-jr/20/159586;C. Cásseres Jr;19;20/01/2000;175;68;Venezuela;New York Red Bulls;65;1100000;1000;Right;2400000;SUB;23;02/02/2018;2020;73;45;63;69;60;61;;;;;;
243275;https://sofifa.com/player/243275/lars-lukas-mai/20/159586;L. Mai;19;31/03/2000;190;88;Germany;Bayern München II;65;1100000;1000;Right;2200000;RCB;15;01/07/2018;2021;54;30;40;41;65;73;;;;;;
244364;https://sofifa.com/player/244364/gabriel-resende-brazao/20/159586;Gabriel Brazão;18;05/10/2000;191;84;Brazil;Albacete BP;65;925000;1000;Right;;SUB;1;;2020;;;;;;;63;67;59;69;28;64
245290;https://sofifa.com/player/245290/adrian-de-la-fuente/20/159586;De la Fuente;20;22/02/1999;179;78;Spain;Real Madrid;65;1100000;18000;Right;3000000;RES;35;01/07/2018;2020;57;39;50;55;64;66;;;;;;
246785;https://sofifa.com/player/246785/bryan-gil-salvatierra/20/159586;Bryan Gil;18;11/02/2001;175;65;Spain;Sevilla FC;65;1100000;2000;Left;3000000;RES;30;06/01/2019;2022;71;60;58;71;26;34;;;;;;
247508;https://sofifa.com/player/247508/metehan-guclu/20/159586;M. Güçlü;20;02/04/1999;182;70;Turkey;Paris Saint-Germain;65;1200000;13000;Left;3000000;RES;38;21/02/2019;2022;72;64;54;65;23;51;;;;;;
252144;https://sofifa.com/player/252144/eduardo-filipe-quaresma/20/159586;Eduardo Quaresma;17;02/03/2002;185;78;Portugal;Sporting CP;65;1000000;1000;Right;2600000;RES;72;01/07/2019;2023;56;31;41;46;65;61;;;;;;
252154;https://sofifa.com/player/252154/marco-carnesecchi/20/159586;M. Carnesecchi;19;01/07/2000;191;83;Italy;Trapani;65;975000;1000;Right;;GK;12;;2020;;;;;;;63;64;58;67;32;64
228646;https://sofifa.com/player/228646/nicolas-delgadillo/20/159586;N. Delgadillo;21;02/10/1997;177;70;Argentina;Patronato;65;1200000;3000;Left;;SUB;43;;2020;77;57;60;69;31;62;;;;;;
233447;https://sofifa.com/player/233447/franco-lobos/20/159586;F. Lobos;20;22/02/1999;181;78;Chile;Unión La Calera;65;1200000;1000;Right;;SUB;18;;2019;72;57;59;67;19;64;;;;;;
234317;https://sofifa.com/player/234317/vincent-thill/20/159586;V. Thill;19;04/02/2000;172;58;Luxembourg;US Orléans Loiret Football;65;1200000;1000;Left;;RM;15;;2020;74;52;62;69;27;42;;;;;;
235824;https://sofifa.com/player/235824/tomas-alarcon/20/159586;T. Alarcón;19;02/10/1999;174;70;Chile;CD O'Higgins;65;1100000;1000;Right;2200000;LCB;2;01/07/2016;2022;61;44;54;58;64;68;;;;;;
236600;https://sofifa.com/player/236600/japhet-tanganga/20/159586;J. Tanganga;20;31/03/1999;184;73;England;Tottenham Hotspur;65;1100000;12000;Left;2800000;RES;57;01/07/2017;2020;63;22;43;51;64;66;;;;;;
236914;https://sofifa.com/player/236914/jose-alejandro-martin-valeron/20/159586;Álex Martín;21;25/01/1998;182;78;Spain;CD Leganés;65;1100000;5000;Right;3000000;RES;31;08/07/2019;2021;55;40;50;41;64;64;;;;;;
